day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
26,Jun,2004,Antonov An-12BP,Sarit Airlines,0,A1,Military_transport,Military
26,Jun,1976,Antonov An-2,Aeroflot / Privolzhsk,1,A1,Commercial_civil,Commercial
26,Jun,1990,Antonov An-2R,Aeroflot / Uralsk,3,A1,Military_transport,Military
26,Jun,2016,Antonov An-2R,Tamshybulak,1,A1,Military_transport,Military
26,Jun,1994,Antonov An-2T,private,0,A1,Military_transport,Military
26,Jun,1954,Avro 685 York C.1,Skyways,3,A1,Military_others,Military
26,Jun,1949,Avro 691 Lancastrian C.4,Skyways,0,A1,Military_others,Military
26,Jun,1991,BAC One-Eleven 402AP,Okada Air,4,A1,Military_research,Military
26,Jun,2001,BAe 3112 Jetstream 31,La Ronge Aviation Services,0,A2,Military_research,Military
26,Jun,1998,Beech 200 Super King Air,"Federal Aviation, op.for UN",7,A1,Military_research,Military
26,Jun,1984,Boeing 727,Iran Air,0,H2,Commercial_civil,Commercial
26,Jun,1970,Boeing 737-159,Avianca,0,H2,Commercial_civil,Commercial
26,Jun,2000,Boeing 737-2R4C,Yemenia Airways,0,A1,Commercial_civil,Commercial
26,Jun,2002,Boeing 767-281,All Nippon,0,A1,Commercial_civil,Commercial
26,Jun,2018,Boeing 777-2B5ER,Korean Air,0,O2,Commercial_civil,Commercial
26,Jun,1956,Boeing KC-97G Stratofreighter,USAF,11,A1,Military_research,Military
26,Jun,2016,Canadair CL-215,Hellenic AF,0,A1,Military_naval,Military
26,Jun,1951,CASA 352 (Junkers Ju-52),Spanish AF,8,A1,Military_research,Military
26,Jun,1969,CASA 352 (Junkers Ju-52),Spanish AF,,U1,Military_research,Military
26,Jun,2008,CASA/Nurtanio NC-212 Aviocar,Indonesian AF,18,A1,Commercial_civil,Commercial
26,Jun,2003,Cessna 208B Grand Caravan,Comav Aviation,4,A1,Commercial_general,Commercial
26,Jun,1945,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
26,Jun,1950,Consolidated KM-2 (PBN-1 Nomad),Polyarnaya Aviatsiya,2,A1,Commercial_civil,Commercial
26,Jun,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
26,Jun,1944,Curtiss C-46A,USAAF,,U1,Military_transport,Military
26,Jun,1949,Curtiss C-46A,Israeli AF,0,A1,Military_transport,Military
26,Jun,1958,Curtiss C-46A,Lloyd Aéreo Colombiano,0,A1,Military_transport,Military
26,Jun,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
26,Jun,1978,DC-9-32,Air Canada,2,A1,Commercial_civil,Commercial
26,Jun,1972,de Havilland DH-114 Sea Heron C.1,Royal Navy,0,A1,Military_research,Military
26,Jun,1989,Douglas C-118A (DC-6),Conifair Aviation,4,A1,Military_transport,Military
26,Jun,1952,Douglas C-47 (DC-3),JAT,0,H2,Military_transport,Military
26,Jun,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Jun,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Jun,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Jun,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Jun,1989,Douglas C-47A (DC-3),California Air Tours,0,A1,Military_research,Military
26,Jun,1994,Douglas C-47A (DC-3),Buffalo Airways,0,A1,Commercial_civil,Commercial
26,Jun,1948,Douglas C-47B (DC-3),LAV,1,A1,Military_research,Military
26,Jun,1975,Douglas C-47D,German AF,3,A1,Military_research,Military
26,Jun,1964,Douglas C-54A (DC-4),Argentine Navy,0,A1,Military_transport,Military
26,Jun,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
26,Jun,1945,Douglas Dakota IV (DC-3),RAF,4,A1,Military_research,Military
26,Jun,1946,Douglas Dakota IV (DC-3),RAF,0,A1,Military_research,Military
26,Jun,1950,Douglas DC-4-1009,ANA,29,A1,Commercial_general,Commercial
26,Jun,1970,Douglas DC-8-43,Alitalia,0,O2,Commercial_civil,Commercial
26,Jun,1974,Fairchild C-119G Flying Boxcar,Brazilian AF,2,A1,Military_others,Military
26,Jun,1994,Fokker F-27 Friendship 400M,Air Ivoire,17,A1,Military_fighter,Military
26,Jun,2006,Hawker Siddeley DH-125-3A,Great Idea Corp.,0,A1,Military_fighter,Military
26,Jun,1981,Hawker Siddeley HS-748,Dan-Air Services,3,A1,Commercial_civil,Commercial
26,Jun,1987,Hawker Siddeley HS-748,Philippine Air Lines,50,A1,Commercial_civil,Commercial
26,Jun,2018,Ilyuhsin Il-76,Iran AF,0,O1,Military_naval,Military
26,Jun,1969,Ilyushin Il-14M,Aeroflot / Magadan,3,A1,Commercial_civil,Commercial
26,Jun,1938,Junkers Ju-52/3mge,Deutsche Lufthansa Sucursal Perú,7,A1,Commercial_civil,Commercial
26,Jun,1963,Kaiser-Frazer C-119G Flying Boxcar,Belgian AF,38,C1,Military_research,Military
26,Jun,1969,Kaiser-Frazer C-119J Flying Boxcar,Italian AF,0,A1,Military_research,Military
26,Jun,2018,Learjet 60,FAA,0,A2,Commercial_general,Commercial
26,Jun,2009,Let L-410UVP-E,TAC,0,A1,Military_research,Military
26,Jun,2007,Let L-410UVP-E3,Business Aviation,0,A1,Military_research,Military
26,Jun,2004,Lisunov Li-2T,FLA RF,4,A1,Military_transport,Military
26,Jun,1942,Lisunov PS-84,Aeroflot,4,C1,Commercial_civil,Commercial
26,Jun,1943,Lockheed C-60A Lodestar,USAAF,,A2,Military_transport,Military
26,Jun,1998,Lockheed L-100-30 Hercules,Lynden Air Cargo,0,A2,Commercial_general,Commercial
26,Jun,1959,Lockheed L-1649A Starliner,TWA,68,A1,Commercial_civil,Commercial
26,Jun,2010,Lockheed P-2E Neptune,"Neptune Aviation Services, opf U.S. Forest Service",0,A2,Commercial_general,Commercial
26,Jun,1979,Lockheed P-3B Orion,US Navy,5,A1,Military_fighter,Military
26,Jun,1941,Sikorsky S-43,Panagra,0,A1,Military_naval,Military
26,Mar,1981,Antonov An-24B,LOT,1,A1,Military_transport,Military
26,Mar,1979,Antonov An-26,Aeroflot / Uralsk,4,A1,Military_transport,Military
26,Mar,1972,Antonov An-2R,Aeroflot / Privolzhsk,0,A1,Military_transport,Military
26,Mar,1986,Antonov An-2R,Ministry for Agriculture and Nutrition,1,A1,Military_transport,Military
26,Mar,2015,Antonov An-2R,Agrotekhservice,2,A1,Military_transport,Military
26,Mar,2014,ATR 72-600 (72-212A),Malindo Airways,0,A1,Commercial_civil,Commercial
26,Mar,1984,Beech 200 Super King Air,Sinair,0,A1,Military_research,Military
26,Mar,2015,Beech 300 Super King Air 350ER,Yemen AF,0,C1,Military_research,Military
26,Mar,2001,Beech RC-12K Huron (A200CT Super Ki,US Army,2,A1,Military_research,Military
26,Mar,1996,BN-2A-21 Islander,Dirgantara Air Services,0,A2,Commercial_general,Commercial
26,Mar,1955,Boeing 377 Stratocruiser,Pan Am,4,A1,Commercial_civil,Commercial
26,Mar,2003,Boeing 737-4B6,RAM,0,A1,Commercial_civil,Commercial
26,Mar,2018,CASA C-212 Aviocar,Bighorn Airways,0,O2,Commercial_civil,Commercial
26,Mar,2018,CASA C-212 Aviocar 200,Bighorn Airways,0,A2,Commercial_civil,Commercial
26,Mar,2015,CASA CN-235M-300,Yemen AF,0,C1,Commercial_civil,Commercial
26,Mar,2000,Cessna 525 CitationJet,private,1,A1,Military_research,Military
26,Mar,1944,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
26,Mar,1943,Consolidated PBY-5A Catalina,Dutch Navy,,A1,Military_naval,Military
26,Mar,1975,Convair CV-440-86,Servicio Aéreo San Francisco,0,A1,Military_bomber,Military
26,Mar,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
26,Mar,1964,Curtiss C-46D,VASP,3,A1,Military_transport,Military
26,Mar,1949,Curtiss C-46F,"Freight Air, lsf USAF",0,A1,Military_transport,Military
26,Mar,1992,Dassault Falcon 10,Unknown,,U1,Commercial_general,Commercial
26,Mar,1973,DHC-6 Twin Otter 100,Air Central,1,A1,Military_research,Military
26,Mar,1982,Dornier 228-100,Dornier,3,A1,Commercial_general,Commercial
26,Mar,1945,Douglas C-47A (DC-3),USAAF,,U1,Military_research,Military
26,Mar,1947,Douglas C-47A (DC-3),Dutch Navy,0,A1,Military_research,Military
26,Mar,1951,Douglas C-47A (DC-3),Aerolineas Argentinas,11,A1,Military_research,Military
26,Mar,1965,Douglas C-47A (DC-3),PIA,22,A1,Commercial_civil,Commercial
26,Mar,1966,Douglas C-47A (DC-3),Thai AF,,A1,Military_research,Military
26,Mar,1971,Douglas C-47A (DC-3),Jamair,15,A1,Military_research,Military
26,Mar,1975,Douglas C-47A (DC-3),China Airlines,,A1,Commercial_civil,Commercial
26,Mar,1945,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
26,Mar,1965,Douglas C-47B (DC-3),Aden Airways,0,A1,Military_research,Military
26,Mar,1971,Douglas C-47B (DC-3),Vanderpool Flying Service,0,A1,Military_research,Military
26,Mar,1952,Douglas C-54A (DC-4),Braniff Airways,0,A1,Military_transport,Military
26,Mar,1946,Douglas Dakota IV (DC-3),RAF,4,A1,Military_research,Military
26,Mar,1939,Douglas DC-2-112,Braniff Airways,8,A1,Military_transport,Military
26,Mar,1961,Douglas DC-6A,Cunard Eagle Airways,0,A1,Commercial_civil,Commercial
26,Mar,1992,Douglas DC-9-15,Intercontinental de Aviación,0,A1,Military_research,Military
26,Mar,1952,Douglas SC-47A,USAF,,A1,Military_naval,Military
26,Mar,1987,Embraer C-95B Bandeirante (EMB-110),Brazilian AF,3,A1,Commercial_civil,Commercial
26,Mar,1971,Fokker F-27 Friendship 200,Ansett,0,O1,Military_fighter,Military
26,Mar,1981,Fokker F-27 Friendship 400,Libyan Arab Airlines,,A1,Commercial_civil,Commercial
26,Mar,2001,Fokker F-27 Friendship 500F,Merpati Nusantara,3,A1,Military_fighter,Military
26,Mar,1936,Ford 5-AT-B Tri-Motor,Mexicana,14,A1,Military_research,Military
26,Mar,1979,Ilyushin Il-18D,Interflug,10,A1,Military_research,Military
26,Mar,1981,Ilyushin Il-18D,Hâng Không Viêtnam,,A1,Military_research,Military
26,Mar,2007,Learjet 36A,Phoenix Air,0,A2,Commercial_general,Commercial
26,Mar,2005,Let L-410UVP-E,West Caribbean Airways,9,A1,Military_research,Military
26,Mar,1942,Lockheed 14-WF62 Super Electra,"KNILM, op.for RAAF",0,A1,Military_transport,Military
26,Mar,1968,Lockheed 18 Lodestar,Airland (NZ),1,A1,Military_transport,Military
26,Mar,1966,Lockheed C-130A Hercules,USAF,0,A1,Military_transport,Military
26,Mar,1944,Lockheed C-60A Lodestar,USAAF,7,A1,Military_transport,Military
26,Mar,1969,Lockheed L-1649A Starliner,Trans American Leasing,0,A1,Commercial_civil,Commercial
26,Mar,1950,Short S.25 Sunderland GR.5,RAF,2,O1,Military_research,Military
26,Mar,1941,Sikorsky Y1OA-8 (S-43),USAAC,,A1,Military_research,Military
26,Mar,2009,Tupolev Tu-134AK,Russian AF,0,A1,Military_research,Military
26,Mar,1996,Tupolev Tu-154M,Iran Air Tours,0,A2,Commercial_civil,Commercial
26,Mar,1982,Vickers 745D Viscount,Aeropesca Colombia,21,A1,Military_research,Military
26,Mar,1953,Vickers Varisty T.1,RAF,0,A1,Military_research,Military
26,May,1972,Antonov An-12AP,Soviet AF,5,A1,Military_transport,Military
26,May,2008,Antonov An-12BP,Moskovia Airlines,9,A1,Commercial_civil,Commercial
26,May,1977,Antonov An-24B,Aeroflot / Latvia,0,H2,Military_transport,Military
26,May,2009,Antonov An-26,Services Air,3,A1,Military_transport,Military
26,May,2008,Antonov An-32B,GLBC,0,A1,Military_transport,Military
26,May,1955,Avro 685 York C.1,Associated Airways,2,A1,Military_others,Military
26,May,1987,BAe 3101 Jetstream 31,"Continental Express, opb Air New Orleans",0,A1,Military_research,Military
26,May,1986,Beech B200 Super King Air,Unknown,0,U1,Military_research,Military
26,May,1989,BN-2A-27 Islander,Aviatia Utilitara,4,A1,Commercial_general,Commercial
26,May,1969,Boeing 727,Northeast Airlines,0,H2,Commercial_civil,Commercial
26,May,1979,Boeing 727-1F8,Royal Nepal Airlines,0,A2,Commercial_civil,Commercial
26,May,1991,Boeing 767-3Z9ER,Lauda Air,223,A1,Commercial_civil,Commercial
26,May,2013,Boeing KC-137E (707-324C),Brazilian AF,0,A2,Military_research,Military
26,May,2013,Bombardier DHC-8-402Q Dash 8,Porter Airlines,0,A2,Commercial_civil,Commercial
26,May,1977,Canadair CL-215,Hellenic AF,3,A1,Military_naval,Military
26,May,1993,Cessna 550 Citation II,Aerocharter Midlands,0,A1,Military_research,Military
26,May,1945,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
26,May,1942,Consolidated PBY-5 Catalina,US Navy,0,A1,Military_naval,Military
26,May,1967,Convair CV-240-6,LAP,0,A1,Military_bomber,Military
26,May,1944,Curtiss C-46A,USAAF,2,A1,Military_transport,Military
26,May,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
26,May,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
26,May,1970,de Havilland DH-114 Heron 1B,Aero Servicios,6,A1,Military_research,Military
26,May,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
26,May,1944,Douglas C-47A (DC-3),CNAC,12,A1,Military_research,Military
26,May,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,May,1950,Douglas C-47B (DC-3),VASP,0,A1,Military_research,Military
26,May,1943,Douglas C-53 Skytrooper (DC-3),USAAF,,A1,Military_transport,Military
26,May,1949,Douglas C-54D (DC-4),USAF,,A2,Military_transport,Military
26,May,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
26,May,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
26,May,1945,Douglas Dakota III (DC-3),RAF,0,A1,Military_research,Military
26,May,1948,Douglas Dakota IV (DC-3),RAF,0,O1,Military_research,Military
26,May,1988,Douglas DC-6,Aeronica,6,A1,Commercial_civil,Commercial
26,May,1946,Douglas R4D-5 (DC-3),US Navy,4,A1,Military_transport,Military
26,May,1980,Fokker F-27 Friendship 400M,Nigerian AF,18,A1,Military_fighter,Military
26,May,1988,Fokker F-27 Friendship 600,Star Air,2,A1,Military_fighter,Military
26,May,1952,Handley Page HP.81 Hermes IV,BOAC,1,A1,Military_research,Military
26,May,1998,Harbin Yunshuji Y-12 II,MIAT,28,A1,Military_research,Military
26,May,1971,Hawker Siddeley HS-125-400B,South African AF,3,A1,Commercial_civil,Commercial
26,May,1971,Hawker Siddeley HS-125-400B,South African AF,4,A1,Commercial_civil,Commercial
26,May,1971,Hawker Siddeley HS-125-400B,South African AF,4,A1,Commercial_civil,Commercial
26,May,1979,Howard 350,Inter Island Shipping,2,A1,Commercial_general,Commercial
26,May,1940,Junkers Ju-52/3m,German AF,4,A1,Commercial_civil,Commercial
26,May,1940,Junkers Ju-52/3m,German AF,4,A1,Commercial_civil,Commercial
26,May,1940,Junkers Ju-52/3m,German AF,9,A1,Commercial_civil,Commercial
26,May,1940,Junkers Ju-52/3m,German AF,15,A1,Commercial_civil,Commercial
26,May,1977,Learjet 25B,Ponderosa/Chrysler Corp.,0,A1,Commercial_general,Commercial
26,May,1955,Lisunov Li-2,"GUSMP, Directorate of Polar Aviation",0,A1,Military_transport,Military
26,May,1955,Lisunov Li-2,Polyarnaya Aviatsiya,0,A1,Military_transport,Military
26,May,1948,Lisunov Li-2T,LOT,,U1,Military_transport,Military
26,May,1972,Lockheed P-3A Orion,US Navy,8,A1,Military_fighter,Military
26,May,1978,Rockwell 1121 Jet Commander,Comstock International,0,A1,Commercical_helicopter,Commercical
26,May,1994,unknown,Garuda,0,H2,Military_research,Military
26,May,1950,Vickers Valetta C.1,RAF,0,A1,Military_research,Military
26,May,1989,Yakovlev Yak-40,CSA,0,H2,Commercial_civil,Commercial
26,May,2014,Yakovlev Yak-40,Constanta,0,C1,Commercial_civil,Commercial
26,May,2003,Yakovlev Yak-42D,UM Air,75,A1,Commercial_civil,Commercial
26,Nov,1990,Antonov An-12,Soviet AF,8,A1,Military_transport,Military
26,Nov,1991,Antonov An-24RV,Aeroflot / Privolzhsk,41,A1,Military_transport,Military
26,Nov,1981,Antonov An-2P,Aeroflot / Komi,15,A1,Military_transport,Military
26,Nov,1981,Antonov An-2TP,Aeroflot / Komi,0,A2,Military_transport,Military
26,Nov,1995,Beech 200C Super King Air,Bolivian Army,6,A1,Military_research,Military
26,Nov,1983,Beech B100 King Air,Texas Western Aviation,8,A1,Military_research,Military
26,Nov,1977,BN-2A Islander,Bureau de Prospection Forestière,,U1,Commercial_general,Commercial
26,Nov,1981,Boeing 707-337C,Air-India,0,H2,Commercial_civil,Commercial
26,Nov,1979,Boeing 707-340C,PIA,156,A1,Commercial_civil,Commercial
26,Nov,1992,Boeing 707-365C,Aerobrasil,0,A1,Commercial_civil,Commercial
26,Nov,1994,Boeing 737-2C0,Continental Air Lines,0,A1,Commercial_civil,Commercial
26,Nov,2015,Boeing 737-322,Magnicharters,0,A1,Commercial_civil,Commercial
26,Nov,1999,Cessna 208 Caravan I,DHL Aviation Africa,4,A1,Commercial_general,Commercial
26,Nov,1996,Cessna 208B Grand Caravan,Arctic Transportation Services,1,A1,Commercial_general,Commercial
26,Nov,2018,Cessna 525 Citation M2,ARG Ltda.,4,A1,Military_research,Military
26,Nov,1943,Consolidated C-87 Liberator Express,USAAF,2,A1,Military_transport,Military
26,Nov,1944,Consolidated Catalina,RAF,9,A1,Military_transport,Military
26,Nov,1942,Consolidated PBY-5 Catalina,US Navy,1,A1,Military_naval,Military
26,Nov,1942,Consolidated PBY-5A Catalina,US Navy,9,A1,Military_naval,Military
26,Nov,1943,Consolidated PBY-5A Catalina,US Navy,3,A1,Military_naval,Military
26,Nov,1946,Consolidated PBY-5A Catalina,RAAF,0,A1,Military_naval,Military
26,Nov,1966,Consolidated PBY-5A Catalina,SATENA,12,A1,Commercial_civil,Commercial
26,Nov,1962,Curtiss C-46A,La Urraca,2,A1,Military_transport,Military
26,Nov,1944,Curtiss C-46D,USAAF,,A1,Military_transport,Military
26,Nov,1953,Curtiss C-46D,USAF,0,A1,Military_transport,Military
26,Nov,1960,Curtiss C-46F,Air America,2,A1,Military_transport,Military
26,Nov,1993,DC-10-30,VIASA,0,A1,Military_research,Military
26,Nov,1941,de Havilland DH.86A Express,RAF,0,A1,Commercial_civil,Commercial
26,Nov,1993,Douglas C-118B (DC-6),Allcair Air Transport,0,A1,Military_transport,Military
26,Nov,1942,Douglas C-47 (DC-3),USAAF,4,C1,Military_transport,Military
26,Nov,1942,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
26,Nov,1949,Douglas C-47 (DC-3),LANSA,12,A1,Military_transport,Military
26,Nov,1955,Douglas C-47 (DC-3),Indian AF,0,A1,Military_transport,Military
26,Nov,1943,Douglas C-47A (DC-3),Soviet AF,4,A1,Military_research,Military
26,Nov,1944,Douglas C-47A (DC-3),USAAF,3,A1,Military_research,Military
26,Nov,1944,Douglas C-47A (DC-3),USAAF,5,A1,Military_research,Military
26,Nov,1944,Douglas C-47A (DC-3),USAAF,5,A1,Military_research,Military
26,Nov,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Nov,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Nov,1948,Douglas C-47A (DC-3),Pakistan Airways,21,A1,Military_research,Military
26,Nov,1944,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
26,Nov,1944,Douglas C-47B (DC-3),USAAF,,U1,Military_research,Military
26,Nov,1953,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
26,Nov,1966,Douglas C-47D (DC-3),USAF,26,A1,Military_research,Military
26,Nov,1964,Douglas C-48B (DC-3),VASP,0,O1,Military_transport,Military
26,Nov,1942,Douglas C-53 Skytrooper (DC-3),USAAF,,A1,Military_transport,Military
26,Nov,1944,Douglas C-54B (DC-4),USAAF,,A1,Military_transport,Military
26,Nov,1977,Douglas C-54B (DC-4),African Lux,0,C1,Military_transport,Military
26,Nov,1966,Douglas DC-3,Unknown,2,A1,Military_research,Military
26,Nov,1966,Fairchild C-123B Provider,USAF,0,A1,Military_others,Military
26,Nov,1960,Fairchild C-82A Packet,Aerovias Condor,7,A1,Military_transport,Military
26,Nov,1940,Fiat G.18,Nucleo Comunicazioni Avio Linee,0,A1,Commercial_civil,Commercial
26,Nov,1937,Junkers Ju-52/3mfe,Deutsche Lufthansa,3,A1,Commercial_civil,Commercial
26,Nov,1938,Junkers Ju-90V2,Deutsche Lufthansa,12,A1,Commercial_civil,Commercial
26,Nov,2006,Learjet 35A,Canadian Global Air Ambulance,0,A2,Commercial_general,Commercial
26,Nov,1952,Lockheed 18 Lodestar,Aero-Nord Sweden,2,A1,Military_transport,Military
26,Nov,1962,Lockheed C-130A Hercules,USAF,5,A1,Military_transport,Military
26,Nov,1943,Lockheed C-56B-LO Lodestar,Qantas,15,A1,Commercial_civil,Commercial
26,Nov,1962,SAAB Scandia 90A-1,VASP,23,A1,Military_fighter,Military
26,Nov,1942,Short Sunderland I,RAF,11,A1,Military_naval,Military
26,Nov,1979,U-1A Otter (DHC-3),Smithers Air Service,3,A1,Military_research,Military
26,Oct,1986,Airbus A300B4-601,Thai Airways International,0,C2,Commercial_civil,Commercial
26,Oct,2007,Airbus A320-214,Philippine Air Lines,0,A1,Commercial_civil,Commercial
26,Oct,1999,Airbus A320-231,Indian Airlines,0,A2,Commercial_civil,Commercial
26,Oct,1946,Amiot AAC.1 (Junkers Ju-52),TAI,,U1,Commercial_general,Commercial
26,Oct,2013,Antonov An-2,private,2,A1,Commercial_civil,Commercial
26,Oct,1989,Antonov An-26,Soviet AF,37,A1,Military_transport,Military
26,Oct,1951,Avro 689 Tudor 5,private,0,A1,Military_others,Military
26,Oct,1954,Avro Shackleton MR.1,RAF,0,A1,Military_bomber,Military
26,Oct,2009,BAe-125-800B,S-Air,5,A1,Military_research,Military
26,Oct,1987,Beech 300 Super King Air,Unknown,0,H2,Military_research,Military
26,Oct,1993,Beech 300/F Super King Air,FAA,3,A1,Military_research,Military
26,Oct,2009,Beech B100 King Air,Mazak Properties Inc.,4,A1,Military_research,Military
26,Oct,1989,Boeing 737-209,China Airlines,54,A1,Commercial_civil,Commercial
26,Oct,2015,Boeing 737-4L7,"British Airways, opb Comair",0,A1,Commercial_civil,Commercial
26,Oct,2006,CASA C-212 Aviocar 200,Swedish Coast Guard,4,A1,Commercial_civil,Commercial
26,Oct,1988,Cessna 501 Citation I/SP,Aero Technik,2,A1,Military_research,Military
26,Oct,1940,Curtiss AT-32A Condor II,CAMCO,0,C1,Military_research,Military
26,Oct,1944,Curtiss C-46A,USAAF,5,A1,Military_transport,Military
26,Oct,1944,Curtiss C-46A,USAAF,7,A1,Military_transport,Military
26,Oct,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
26,Oct,1945,Curtiss C-46D,USAAF,3,A1,Military_transport,Military
26,Oct,1973,Curtiss C-46F,Aerocosta Colombia,0,A1,Military_transport,Military
26,Oct,1993,DC-9-82 (MD-82),China Eastern,2,A1,Military_research,Military
26,Oct,1952,de Havilland DH-106 Comet 1A,BOAC,0,A1,Military_research,Military
26,Oct,1957,de Havilland DH-114 Heron 2D,Aviaco,0,A1,Military_research,Military
26,Oct,1983,DHC-5D Buffalo,Cameroon AF,,U1,Military_research,Military
26,Oct,1989,DHC-6 Twin Otter 300,Air Inuit,0,A1,Commercial_civil,Commercial
26,Oct,2000,Dornier Do 128-6 Turbo Skyservant,Nigerian AF,0,A1,Military_research,Military
26,Oct,1944,Douglas C-47 (DC-3),USAAF,1,C1,Military_transport,Military
26,Oct,1955,Douglas C-47 (DC-3),Mexicana,0,A1,Military_transport,Military
26,Oct,1943,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Oct,1950,Douglas C-47B (DC-3),Polyarnaya Aviatsiya,0,A1,Military_research,Military
26,Oct,1950,Douglas C-47B (DC-3),USAF,4,A1,Military_research,Military
26,Oct,1956,Douglas C-47B (DC-3),RAAF,0,A1,Military_research,Military
26,Oct,1959,Douglas DC-3,Pacific Air Lines,1,A1,Military_research,Military
26,Oct,1984,Douglas DC-3C,Atorie Air,0,A2,Military_research,Military
26,Oct,1947,Douglas DC-4,Pan Am,18,A1,Commercial_general,Commercial
26,Oct,1947,Douglas DC-4-1009,AB Aerotransport,44,A1,Commercial_general,Commercial
26,Oct,1971,Douglas DC-6B,Olympic Airways,0,H2,Commercial_civil,Commercial
26,Oct,1993,Embraer P-95 Bandeirulha (EMB-111A),Brazilian AF,3,A1,Military_research,Military
26,Oct,1956,Fairchild C-119G Flying Boxcar,USAF,4,A1,Military_others,Military
26,Oct,2003,Fairchild FH-227B,CATA Linea Aérea,5,A1,Military_research,Military
26,Oct,1934,Ford 4-AT-E Tri-Motor,Ptarmigan Airlines,0,A1,Military_research,Military
26,Oct,1932,Ford 5-AT-D Tri-Motor,LAB,2,A1,Military_research,Military
26,Oct,1975,GAF Nomad N.22,GAF,,O1,Military_research,Military
26,Oct,1940,Junkers Ju-52/3mte,Eurasia,,C1,Commercial_civil,Commercial
26,Oct,2001,Learjet 25B,American Jet International,0,A1,Commercial_general,Commercial
26,Oct,2005,Learjet 25D,Best AeroNet Aviation,0,A1,Commercial_general,Commercial
26,Oct,1988,Learjet 31,Gates Learjet,0,A2,Commercial_general,Commercial
26,Oct,1966,Lockheed C-130E Hercules,Brazilian AF,0,A1,Military_transport,Military
26,Oct,1965,Lockheed L-188A Electra,National Airlines,0,H2,Commercial_civil,Commercial
26,Oct,1981,Lockheed L-749A Constellation (VC-1,Aerolineas Argo,3,A1,Military_research,Military
26,Oct,1978,Lockheed P-3C Orion,US Navy,5,A1,Military_fighter,Military
26,Oct,1962,Morane Saulnier MS.760 Paris I,French AF,3,A1,Commercial_general,Commercial
26,Oct,1989,Rockwell Sabreliner 75A,Mexican AF,0,A1,Military_research,Military
26,Oct,1929,Short S.8/1 Calcutta,Imperial Airways,7,A1,Military_research,Military
26,Oct,1999,unknown,Iran Air,0,H2,Commercial_civil,Commercial
26,Oct,1969,Vickers 833 Viscount,Arkia,0,A1,Military_research,Military
26,Oct,1996,Yakovlev Yak-40K,Tyumenaviatrans,5,A1,Commercial_civil,Commercial
26,Sep,1997,Airbus A300B4-220,Garuda,234,A1,Commercial_civil,Commercial
26,Sep,2013,Airbus A321-231,Onur Air,0,I2,Commercial_civil,Commercial
26,Sep,1969,Antonov An-2,Aeroflot / Polar,5,A1,Commercial_civil,Commercial
26,Sep,1991,Antonov An-24,AKF Polet,10,A1,Military_transport,Military
26,Sep,1991,Antonov An-26,Soviet AF,1,A1,Military_transport,Military
26,Sep,1976,Antonov An-2P,Aeroflot / West Siberia,1+ 4,C1,Military_transport,Military
26,Sep,1993,Antonov An-2R,Aeroflot / North Kavkaz,,A1,Military_transport,Military
26,Sep,1956,Avro 685 York C.1,Maritime Central Airways,2,A1,Military_others,Military
26,Sep,1998,Beech 200 Super King Air,Indonesia Air Transport - IAT,0,U1,Military_research,Military
26,Sep,2014,Beech A100 King Air,Air Creebec,0,A1,Commercial_civil,Commercial
26,Sep,1981,Boeing 727-2H9,JAT,0,H2,Commercial_civil,Commercial
26,Sep,1988,Boeing 737-287,Aerolineas Argentinas,0,A1,Commercial_civil,Commercial
26,Sep,2018,Boeing 737-8Q8 (WL),US-Bangla Airlines,0,A2,Commercial_civil,Commercial
26,Sep,1969,Boeing C-97G-26-BO Stratofreighter,Nordchurchaid,5,A1,Military_transport,Military
26,Sep,1976,Boeing KC-135A Stratotanker,USAF,15,A1,Military_research,Military
